02-11-24 22:18  PyFrac.general                           INFO      Log file set up
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.006943853052209255 ...
02-11-24 22:18  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0005143594853488338 sec...
02-11-24 22:18  PyFrac.attempt_time_step                 DEBUG     Advancing front with velocity from last time-step...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
02-11-24 22:18  PyFrac.Anderson                          DEBUG     Converged after 2 iterations
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.007499361296385995 ...
02-11-24 22:18  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0005555082441767402 sec...
02-11-24 22:18  PyFrac.attempt_time_step                 DEBUG     Advancing front with velocity from last time-step...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
02-11-24 22:18  PyFrac.Anderson                          DEBUG     Converged after 2 iterations
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.plot_fracture_list                INFO      Plotting footprint...
02-11-24 22:18  PyFrac.plot_fracture_list                INFO      Plotting w...
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.008099310200096875 ...
02-11-24 22:18  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0005999489037108798 sec...
02-11-24 22:18  PyFrac.attempt_time_step                 DEBUG     Advancing front with velocity from last time-step...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
02-11-24 22:18  PyFrac.Anderson                          DEBUG     Converged after 2 iterations
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.008747255016104625 ...
02-11-24 22:18  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0006479448160077501 sec...
02-11-24 22:18  PyFrac.attempt_time_step                 DEBUG     Advancing front with velocity from last time-step...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
02-11-24 22:18  PyFrac.Anderson                          DEBUG     Converged after 2 iterations
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.009447035417392996 ...
02-11-24 22:18  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0006997804012883716 sec...
02-11-24 22:18  PyFrac.attempt_time_step                 DEBUG     Advancing front with velocity from last time-step...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
02-11-24 22:18  PyFrac.Anderson                          DEBUG     Converged after 2 iterations
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.010202798250784436 ...
02-11-24 22:18  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0007557628333914388 sec...
02-11-24 22:18  PyFrac.attempt_time_step                 DEBUG     Advancing front with velocity from last time-step...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
02-11-24 22:18  PyFrac.Anderson                          DEBUG     Converged after 2 iterations
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.plot_fracture_list                INFO      Plotting footprint...
02-11-24 22:18  PyFrac.plot_fracture_list                INFO      Plotting w...
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.01101902211084719 ...
02-11-24 22:18  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.000816223860062755 sec...
02-11-24 22:18  PyFrac.attempt_time_step                 DEBUG     Advancing front with velocity from last time-step...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
02-11-24 22:18  PyFrac.Anderson                          DEBUG     Converged after 3 iterations
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.011900543879714965 ...
02-11-24 22:18  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0008815217688677747 sec...
02-11-24 22:18  PyFrac.attempt_time_step                 DEBUG     Advancing front with velocity from last time-step...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
02-11-24 22:18  PyFrac.Anderson                          DEBUG     Converged after 3 iterations
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.012852587390092162 ...
02-11-24 22:18  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0009520435103771966 sec...
02-11-24 22:18  PyFrac.attempt_time_step                 DEBUG     Advancing front with velocity from last time-step...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
02-11-24 22:18  PyFrac.Anderson                          DEBUG     Converged after 3 iterations
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.013880794381299535 ...
02-11-24 22:18  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0010282069912073738 sec...
02-11-24 22:18  PyFrac.attempt_time_step                 DEBUG     Advancing front with velocity from last time-step...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
02-11-24 22:18  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.plot_fracture_list                INFO      Plotting footprint...
02-11-24 22:18  PyFrac.plot_fracture_list                INFO      Plotting w...
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.014991257931803498 ...
02-11-24 22:18  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0011104635505039628 sec...
02-11-24 22:18  PyFrac.attempt_time_step                 DEBUG     Advancing front with velocity from last time-step...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
02-11-24 22:18  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.01619055856634778 ...
02-11-24 22:18  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0011993006345442803 sec...
02-11-24 22:18  PyFrac.attempt_time_step                 DEBUG     Advancing front with velocity from last time-step...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
02-11-24 22:18  PyFrac.Anderson                          DEBUG     Converged after 5 iterations
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.0174858032516556 ...
02-11-24 22:18  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0012952446853078232 sec...
02-11-24 22:18  PyFrac.attempt_time_step                 DEBUG     Advancing front with velocity from last time-step...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
02-11-24 22:18  PyFrac.Anderson                          DEBUG     Converged after 5 iterations
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.018884667511788047 ...
02-11-24 22:18  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0013988642601324465 sec...
02-11-24 22:18  PyFrac.attempt_time_step                 DEBUG     Advancing front with velocity from last time-step...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
02-11-24 22:18  PyFrac.Anderson                          DEBUG     Converged after 5 iterations
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.plot_fracture_list                INFO      Plotting footprint...
02-11-24 22:18  PyFrac.plot_fracture_list                INFO      Plotting w...
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.020395440912731093 ...
02-11-24 22:18  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.001510773400943045 sec...
02-11-24 22:18  PyFrac.attempt_time_step                 DEBUG     Advancing front with velocity from last time-step...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
02-11-24 22:18  PyFrac.Anderson                          DEBUG     Converged after 6 iterations
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.022027076185749582 ...
02-11-24 22:18  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0016316352730184882 sec...
02-11-24 22:18  PyFrac.attempt_time_step                 DEBUG     Advancing front with velocity from last time-step...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
02-11-24 22:18  PyFrac.Anderson                          DEBUG     Converged after 7 iterations
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.023789242280609545 ...
02-11-24 22:18  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0017621660948599627 sec...
02-11-24 22:18  PyFrac.attempt_time_step                 DEBUG     Advancing front with velocity from last time-step...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
02-11-24 22:18  PyFrac.Anderson                          DEBUG     Converged after 7 iterations
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.025692381663058306 ...
02-11-24 22:18  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0019031393824487611 sec...
02-11-24 22:18  PyFrac.attempt_time_step                 DEBUG     Advancing front with velocity from last time-step...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
02-11-24 22:18  PyFrac.Anderson                          DEBUG     Converged after 7 iterations
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.plot_fracture_list                INFO      Plotting footprint...
02-11-24 22:18  PyFrac.plot_fracture_list                INFO      Plotting w...
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.027747772196102975 ...
02-11-24 22:18  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0020553905330446677 sec...
02-11-24 22:18  PyFrac.attempt_time_step                 DEBUG     Advancing front with velocity from last time-step...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
02-11-24 22:18  PyFrac.Anderson                          DEBUG     Converged after 7 iterations
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.02996759397179121 ...
02-11-24 22:18  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0022198217756882357 sec...
02-11-24 22:18  PyFrac.attempt_time_step                 DEBUG     Advancing front with velocity from last time-step...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
02-11-24 22:18  PyFrac.Anderson                          DEBUG     Converged after 5 iterations
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.03236500148953451 ...
02-11-24 22:18  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0023974075177432956 sec...
02-11-24 22:18  PyFrac.attempt_time_step                 DEBUG     Advancing front with velocity from last time-step...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
02-11-24 22:18  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.03495420160869727 ...
02-11-24 22:18  PyFrac.controller.advance_time_step      DEBUG     Attempting time step of 0.0025892001191627615 sec...
02-11-24 22:18  PyFrac.attempt_time_step                 DEBUG     Advancing front with velocity from last time-step...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solving the EHL system with the new trial footprint
02-11-24 22:18  PyFrac.Anderson                          DEBUG     Converged after 4 iterations
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Solved...
02-11-24 22:18  PyFrac.time_step_explicit_front          DEBUG     Finding velocity of front...
02-11-24 22:18  PyFrac.controller.run                    INFO      Time step successful!
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Element in the crack: 449
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Nx: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     Ny: 41
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hx: 0.3
02-11-24 22:18  PyFrac.controller.run                    DEBUG     hy: 0.3
02-11-24 22:18  PyFrac.plot_fracture_list                INFO      Plotting footprint...
02-11-24 22:18  PyFrac.plot_fracture_list                INFO      Plotting w...
02-11-24 22:18  PyFrac.controller.advance_time_step      INFO      Evaluating solution at time = 0.03775053773739305 ...
